




============================================================================
O que irá executar a seguir: executar_algoritmos
============================================================================













============================================================================
Função: CEC2017_01
============================================================================
parameter;AGEO2;AGEO1var_5;AGEO2real2_AA3;
meanNFE;1,00E+5;1,00E+5;1,00E+5;
meanFX;5,11E+9;8,42E+9;3,39E+4;
melhorFX;1,18E+9;3,00E+9;3,29E+0;
piorFX;1,03E+10;2,81E+10;4,87E+5;
medianFX;5,02E+9;7,02E+9;3,59E+3;
sdFX;1,96E+9;5,36E+9;9,57E+4;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO2;AGEO1var_5;AGEO2real2_AA3;
50;1215,5031460807645;1215,5031460807645;1394,5876102455888;
100;1195,1070563792498;1195,1070563792498;1394,3815651817256;
500;1087,483125874844;983,0868103211517;1348,2447739412926;
1000;1046,5191918111423;834,9580151539783;1284,1326003997763;
1500;974,6662378925915;731,9493898473414;1226,9880247911722;
2000;903,8348141659538;661,5084570262445;1147,4309787672184;
2500;838,4588865583438;619,4191022098549;1115,4055373510998;
3000;781,883167358022;589,4629277843011;1023,7054494725892;
3500;735,5777819791049;567,598985643973;969,3044457013182;
4000;693,3481108407371;559,9223022533649;811,5972211164304;
4500;656,2401318839591;551,5602267950969;730,6063829563924;
5000;622,0774180889383;548,6220407076097;701,5376499102643;
6000;570,3075974704533;539,8617925523228;586,991598011426;
7000;531,479903388137;532,7950662738631;471,23098937503494;
8000;503,2399609207819;531,0891917455072;400,38613743153;
9000;483,978507760721;529,5525983107157;390,78699073416726;
10000;469,5654935277196;529,2860795427499;385,4297277577532;
12000;447,61638071880714;527,5607389139009;380,8564712130584;
14000;432,8732894778793;524,1467820596696;379,62991273652375;
16000;426,0705363718977;517,559840654067;375,7211021165185;
18000;421,7540952024811;512,7005365269594;374,12861127987736;
20000;418,9093319253392;511,3152811983906;374,08308322125987;
25000;414,36464370171393;510,645786490628;371,5502876065266;
30000;412,61675830042765;510,645786490628;371,51778476562544;
35000;411,1826777607893;509,00613227828813;370,8997518346085;
40000;410,8151282288797;508,30508819984703;370,81146731482875;
45000;410,6520972406179;504,79473647026765;368,1129572463704;
50000;410,5633358792512;503,390856621809;367,82233945793246;
55000;410,5231846308316;499,71373535856605;367,17950755377456;
60000;410,5042774366392;499,71373535856605;367,1602399806743;
65000;410,49584211625773;499,4340064444456;367,1599727080093;
70000;409,6687831069765;499,4340064444456;367,1598430561351;
75000;407,75922591164255;497,94760547422834;367,1597830369603;
80000;403,4576778586182;494,4790505064711;367,15975880918984;
85000;401,38763163824393;491,6369068146689;367,15974087638534;
90000;400,87397298437884;490,99122113506746;367,1597309293871;
95000;397,0174354851047;490,78240231742774;367,15972754760975;
100000;395,5987959569469;490,78240231742774;367,1597252786868;











============================================================================
Função: CEC2017_22
============================================================================
parameter;AGEO2;AGEO1var_5;AGEO2real2_AA3;
meanNFE;1,00E+5;1,00E+5;1,00E+5;
meanFX;4,06E+3;3,35E+3;4,35E+3;
melhorFX;3,85E+2;2,66E+2;1,06E+2;
piorFX;6,71E+3;7,95E+3;6,71E+3;
medianFX;4,28E+3;2,90E+3;4,33E+3;
sdFX;1,56E+3;2,69E+3;1,07E+3;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO2;AGEO1var_5;AGEO2real2_AA3;
5;12112,21374074471;12112,21374074471;12044,517950678546;
50;11678,901928233547;11678,901928233547;11288,218078510143;
100;11484,488533462096;11484,488533462096;11257,4258236046;
500;10908,041533862286;10625,115031460433;10890,5113772569;
1000;10612,748691461678;9877,696560703987;10676,021788920885;
1500;10113,995955235241;9276,941620984211;10210,594257765179;
2000;9497,746822160145;8878,77031136337;9912,99207538751;
2500;8939,097694810034;8497,696576052991;9477,598361271743;
3000;8455,402552234656;8256,102344079789;8876,516685074075;
3500;7982,873059939276;8040,930083734176;8352,990990527156;
4000;7542,315099434875;7891,201325287195;7651,331641390617;
4500;7069,052488281994;7770,623427080461;7140,452542136846;
5000;6718,945371042241;7679,595241475593;6720,281232606359;
6000;6141,854411951605;7584,919107475826;5795,563537908288;
7000;5727,705914959287;7483,614020078473;5386,281802300325;
8000;5413,623101446374;7268,12326468578;5115,56889917861;
9000;5188,368670147849;7163,863216657023;5036,756150688185;
10000;5021,23224479093;7030,428392392309;4959,19558529906;
12000;4775,439200805385;6759,650845565119;4822,215820139832;
14000;4591,2379948293365;6256,824295306486;4644,578297932022;
16000;4487,399085089975;6036,932356451424;4593,642652566042;
18000;4425,686774804443;5900,498215206478;4571,6276713764155;
20000;4384,118864146775;5855,5599137947565;4545,255630360463;
25000;4329,270536052714;5825,590249775149;4503,128190697986;
30000;4305,141469943468;5663,5841857261685;4492,3719202650245;
35000;4295,546805154937;5202,626934305144;4469,692376899652;
40000;4289,7896221250685;5055,101915397547;4462,638993730053;
45000;4287,93153389306;4563,226430300592;4446,881871565734;
50000;4287,0883874329775;4466,390603266511;4427,6120007119125;
55000;4282,4982558153015;4463,757227971254;4422,63982618834;
60000;4245,704799510796;4189,477089113477;4379,683124758269;
65000;4219,475293504135;4085,581346447305;4369,211534655203;
70000;4204,91101589291;4085,581346447305;4367,322285664643;
75000;4181,964759678046;3844,279025439049;4365,611073463208;
80000;4166,9668007182;3787,5693803601393;4352,33899836244;
85000;4148,346626010882;3670,5565840675904;4349,3981786598315;
90000;4101,134071805385;3559,4765285001263;4349,395867611779;
95000;4074,9331226355944;3559,4765285001263;4348,636487685788;
100000;4056,395414425949;3353,5870646767075;4347,436460272135;











============================================================================
Função: CEC2017_23
============================================================================
parameter;AGEO2;AGEO1var_5;AGEO2real2_AA3;
meanNFE;1,00E+5;1,00E+5;1,00E+5;
meanFX;5,74E+2;6,56E+2;4,96E+2;
melhorFX;4,76E+2;3,97E+2;3,90E+2;
piorFX;7,30E+2;7,80E+2;5,87E+2;
medianFX;5,83E+2;6,60E+2;4,91E+2;
sdFX;6,98E+1;7,75E+1;4,67E+1;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO2;AGEO1var_5;AGEO2real2_AA3;
5;3640,586717825973;3640,586717825973;3899,532748297365;
50;3439,4300288781255;3439,4300288781255;3370,275422723987;
100;3295,2848257667188;3295,2848257667188;3351,1088664070103;
500;3076,296880213937;2275,923066437271;3193,1692338821717;
1000;2885,2115368029777;1637,2317439012106;2953,679588233806;
1500;2576,362763889215;1266,5681358974584;2648,0154709096055;
2000;2240,3199848662493;1066,3675147041733;2419,1831019938413;
2500;1994,9765560012227;900,4506305773689;2333,5239967719513;
3000;1736,5849796853702;835,5523844642863;1909,9534154180797;
3500;1521,4964513392597;770,2431669857643;1185,1688531445977;
4000;1349,9581644435925;743,7349066203209;975,6330886210911;
4500;1226,3702315124563;720,4854696592752;839,3584271884959;
5000;1136,041697351803;710,6959962956688;786,849434908378;
6000;982,666296330131;702,0138380350156;618,7789455698312;
7000;885,2987716809058;695,9811948577969;571,6062482890894;
8000;818,3257752022045;695,0601988522177;539,6535505597479;
9000;769,7257876633784;685,8839733989389;524,7772065785073;
10000;733,906458641962;676,5202624756495;516,4455860327661;
12000;685,1943102161848;673,212646580165;509,68528452550095;
14000;653,9140181217123;673,212646580165;508,1356907068556;
16000;633,8537602557827;671,6200371490831;506,89862265193045;
18000;623,6143453114427;668,9358149290136;506,28593436257023;
20000;616,3640006379726;668,9358149290136;506,1425673668215;
25000;607,3306636260783;667,9587755928867;503,85363280220173;
30000;603,6685076596839;665,7455991760829;501,5165001057427;
35000;602,2466724389994;664,7447391861746;500,1401652506295;
40000;601,6113473119793;664,7091543077711;499,58409333155333;
45000;601,3237411781159;664,694445179077;499,5797250970356;
50000;601,1671240271079;663,9289106999306;499,44081772216225;
55000;601,0987226123001;663,4911806529482;499,2102117557546;
60000;599,3215387297766;663,4347446117025;498,05073228814325;
65000;598,8406097435188;662,0735876200094;496,9474927253099;
70000;595,8173217672346;659,2264324704446;496,803746679502;
75000;591,3987908608393;659,2264324704446;496,8032510766615;
80000;586,3732972491151;659,2264324704446;496,803121573042;
85000;583,1440317229445;657,7719945166002;496,80280716905344;
90000;580,7454641999949;657,7719945166002;495,5908493352132;
95000;575,2800606869392;657,7719945166002;495,5073808443718;
100000;574,1678349715664;656,4234888088365;495,5046164105925;











============================================================================
Função: CEC2017_24
============================================================================
parameter;AGEO2;AGEO1var_5;AGEO2real2_AA3;
meanNFE;1,00E+5;1,00E+5;1,00E+5;
meanFX;8,16E+2;7,90E+2;6,44E+2;
melhorFX;6,36E+2;7,22E+2;5,20E+2;
piorFX;1,16E+3;8,65E+2;9,36E+2;
medianFX;7,92E+2;7,98E+2;6,16E+2;
sdFX;1,19E+2;3,75E+1;9,83E+1;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO2;AGEO1var_5;AGEO2real2_AA3;
5;3876,7386694971933;3876,7386694971933;4227,298737792285;
50;3732,3942393807256;3732,3942393807256;3861,623789448529;
100;3608,979705484462;3608,979705484462;3861,623789448529;
500;3452,2037106288567;2785,152225603524;3636,9194060706927;
1000;3334,796942994113;1809,5524105916581;3290,057256610591;
1500;3071,2258933738867;1321,8730675442687;2832,1265890327168;
2000;2838,3320820560048;1061,1408279544582;2519,4694463981914;
2500;2562,975448224832;979,889585661679;2347,1540087040144;
3000;2298,080122913911;930,1688215954435;1941,3516731692034;
3500;2006,4889075406534;904,8342893115713;1541,6964279439608;
4000;1795,0590784133612;863,2920399718455;1339,004273568392;
4500;1586,6454108578175;852,034777035975;1001,0846637574285;
5000;1427,5402040163324;839,2731615921919;974,2426958954445;
6000;1230,9760342061252;839,2731615921919;848,9460849310801;
7000;1110,1183246783598;835,8932553500874;801,6433346512953;
8000;1030,357809602781;834,3316175476559;749,6053275652768;
9000;988,3185674388836;834,3316175476559;720,4483521003496;
10000;956,6212587913936;831,6290732558999;712,8487282675502;
12000;927,2026614032246;830,7578179079325;699,0263890766943;
14000;905,3388333826382;829,0941825490114;686,5653016873296;
16000;894,5638218956027;824,8583125687652;681,7196060936354;
18000;887,5370220848242;824,4950506592759;680,626532826917;
20000;882,8567641005537;819,8100637663285;680,6244959251824;
25000;876,7546303954358;814,6370235937345;673,5015249275865;
30000;874,2512039570066;811,9711356784671;667,7268550451543;
35000;873,0915943334459;809,8321204052011;662,256928736986;
40000;872,5211080989213;809,5976961760539;662,2467587927982;
45000;872,1739470568725;807,8566641177684;662,1617953946785;
50000;872,020119920954;805,9186453658166;661,1487689803417;
55000;871,9518801318111;801,3096396534639;659,546977268146;
60000;871,8805300668282;800,9414072263878;659,5462622655856;
65000;871,8630186226894;797,680057037589;653,9607963648458;
70000;871,8573453044348;795,4712981307008;651,6082733091046;
75000;866,1715467363023;794,6763104529406;651,3461955468057;
80000;850,607171473754;791,6370170640188;651,3461938630575;
85000;838,7423960879975;790,9761948644195;649,6399241003465;
90000;831,5794726655763;790,9761948644195;644,5641856317278;
95000;821,547771980393;790,1139113893149;644,4092217672544;
100000;816,1970334063886;789,6309490712047;644,4092208770472;











============================================================================
Função: CEC2017_25
============================================================================
parameter;AGEO2;AGEO1var_5;AGEO2real2_AA3;
meanNFE;1,00E+5;1,00E+5;1,00E+5;
meanFX;8,27E+2;1,35E+3;3,97E+2;
melhorFX;5,24E+2;6,20E+2;3,84E+2;
piorFX;1,60E+3;2,64E+3;4,29E+2;
medianFX;7,48E+2;1,25E+3;3,89E+2;
sdFX;2,77E+2;5,17E+2;1,41E+1;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO2;AGEO1var_5;AGEO2real2_AA3;
5;60538,608517396446;60538,608517396446;65623,10506480988;
50;55758,82673744027;55758,82673744027;52147,903897308905;
100;43896,94154624766;43896,94154624766;51883,226362284004;
500;37162,65209165247;25696,090885745463;44184,901582103186;
1000;34264,94876366233;14426,566630696778;36029,55760052779;
1500;30525,032276422546;7954,41507286388;32093,660876479666;
2000;25766,484215482185;5154,727042618572;25347,367912108664;
2500;20650,23028989151;3869,3303285029597;22765,202108228135;
3000;15390,830838555476;3209,215257124083;15897,163518675497;
3500;12286,588851030112;2755,0067779734354;10194,806642332602;
4000;9686,194201440621;2564,1170121012315;4472,490576858053;
4500;7805,776184113841;2423,783454477177;3066,2167477884213;
5000;6378,781359834088;2286,067715364478;2192,1088770079714;
6000;4571,640086321722;2133,47934548906;831,9711765489408;
7000;3531,7470800058177;2049,089841018134;657,8530024794925;
8000;2808,5304026109466;2032,9215239444964;563,6477960724372;
9000;2324,98439762699;2032,7585398884007;518,5065450455469;
10000;1924,6116169991108;2031,4319898654276;498,930891208662;
12000;1498,862639845905;1923,804938075627;467,289087955559;
14000;1221,4480111179735;1840,643019398701;447,70953008170443;
16000;1086,7896405773718;1722,4383858819924;434,46585539426343;
18000;1005,4617048758896;1674,3328808692565;426,00212346637244;
20000;947,2053387033083;1653,8991607496762;419,18403051051706;
25000;883,2335106366986;1600,326957904531;408,1522153824375;
30000;857,2943469642943;1541,1312687591912;403,54405384862304;
35000;845,2520096268668;1541,1312687591912;400,63466393786507;
40000;838,927471957264;1520,7465340609183;398,77975756577484;
45000;833,495558964091;1445,461403267672;397,95518433800225;
50000;831,8333725331825;1435,690128320901;397,49424048824125;
55000;830,8638378209286;1419,4857948220806;397,3276547020323;
60000;830,3785561384744;1419,4857948220806;397,2814611001037;
65000;830,0612406536433;1419,4857948220806;397,2748968340966;
70000;829,90058792166;1419,4857948220806;397,26923617167597;
75000;829,7960684842617;1368,219490553083;397,26347282256023;
80000;829,7467754824146;1368,219490553083;397,26010434537847;
85000;829,7240942590832;1361,7187446865294;397,2600534312302;
90000;829,6928180042104;1346,301367996025;397,2600529153991;
95000;828,4325079075376;1346,301367996025;397,2600522595505;
100000;826,7230562011865;1345,2042737213244;397,26004883262283;











============================================================================
Função: CEC2017_26
============================================================================
parameter;AGEO2;AGEO1var_5;AGEO2real2_AA3;
meanNFE;1,00E+5;1,00E+5;1,00E+5;
meanFX;3,40E+3;4,08E+3;2,87E+3;
melhorFX;1,03E+3;2,77E+3;3,00E+2;
piorFX;4,92E+3;5,74E+3;3,82E+3;
medianFX;3,72E+3;4,01E+3;3,08E+3;
sdFX;9,66E+2;8,15E+2;8,09E+2;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO2;AGEO1var_5;AGEO2real2_AA3;
5;33392,94101896688;33392,94101896688;37121,15906787867;
50;28788,36495782337;28788,36495782337;29861,613393694457;
100;27619,43606176089;27619,43606176089;29861,613393694457;
500;25133,45303540289;17768,380205507456;28394,415260421338;
1000;23368,994418670878;12404,005954689364;25104,092726674466;
1500;21484,07919371027;8964,291467314975;23201,155187919907;
2000;19147,096665192475;7302,5689854668735;19959,990856403678;
2500;16783,01755962103;6367,080932687097;17939,46539671479;
3000;14684,038261760525;5696,6652599517165;12994,185142628734;
3500;12707,663475539059;5270,105638389783;8836,342025312484;
4000;11249,932454795273;5021,4295694557795;7064,685542677897;
4500;10004,191129634459;4849,048264977746;5846,482891063153;
5000;9031,341491868234;4745,584354027738;5268,149442981903;
6000;7639,173460377648;4562,4579372547405;4149,406473702316;
7000;6592,061779544036;4513,509230569864;3591,037788087521;
8000;5823,138057510845;4473,823834503063;3281,758750730954;
9000;5279,305632174177;4468,4658599776585;3140,5584235634465;
10000;4906,172949534382;4413,288763676412;3060,5279274126583;
12000;4416,811518948512;4386,019857343869;3008,930047867522;
14000;4094,9744874128214;4340,347189365801;2983,4011675715155;
16000;3921,6772583547368;4316,786157147708;2959,4581240752873;
18000;3815,3590703954983;4310,636557010096;2951,2554880751345;
20000;3737,2246950052427;4219,733999993115;2938,882242153008;
25000;3638,6903593537186;4186,000629634031;2930,068395445502;
30000;3601,0215130363745;4176,240567848859;2929,9788197925645;
35000;3586,9520074450766;4162,9211936161755;2929,9783768619145;
40000;3580,437478435314;4149,04250090062;2925,921002911969;
45000;3577,5780616685925;4144,06350745617;2912,2124852678107;
50000;3575,816465458633;4144,06350745617;2907,9612456110626;
55000;3574,0470031248647;4144,06350745617;2907,9609036226416;
60000;3573,690887190975;4134,765220086534;2907,2349618741196;
65000;3573,507971114616;4134,765220086534;2907,200927973971;
70000;3573,3535157080323;4134,765220086534;2902,6394796301033;
75000;3558,0746973189566;4100,4235766348465;2880,230672036356;
80000;3520,4634515555563;4100,4235766348465;2874,8267527089333;
85000;3494,0040319230166;4100,4235766348465;2874,8255810318487;
90000;3480,195995290124;4084,8185172328986;2874,8255808195095;
95000;3460,036143639409;4076,4901420396523;2874,825580818909;
100000;3404,087484570177;4076,4901420396523;2874,825580818903;











============================================================================
Função: CEC2017_27
============================================================================
parameter;AGEO2;AGEO1var_5;AGEO2real2_AA3;
meanNFE;1,00E+5;1,00E+5;1,00E+5;
meanFX;6,09E+2;6,57E+2;5,46E+2;
melhorFX;5,59E+2;5,55E+2;5,17E+2;
piorFX;6,97E+2;7,84E+2;5,80E+2;
medianFX;5,99E+2;6,57E+2;5,42E+2;
sdFX;3,83E+1;5,56E+1;1,80E+1;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO2;AGEO1var_5;AGEO2real2_AA3;
5;7545,975181702447;7545,975181702447;7329,6714638634;
50;6738,939335243569;6738,939335243569;6510,809184198196;
100;6189,4802854317995;6189,4802854317995;6508,037310708344;
500;5372,262619682513;4254,794673885573;6004,3157098621905;
1000;5090,128531418468;2625,486903074779;5713,053022288459;
1500;4712,49034482848;1806,0289438131636;5032,775897326612;
2000;4123,705844110299;1242,860727831159;4147,25638284211;
2500;3486,82159173612;978,4761384069056;3555,346608720979;
3000;3040,717786539071;902,4026398205717;2547,900735858592;
3500;2711,948188685939;850,3494826597652;1847,5487682692499;
4000;2440,91571932816;806,81629066297;1564,979631694947;
4500;2109,3093698331927;784,5300275555795;1315,0818682098472;
5000;1888,4520142412625;753,1111617029809;1141,6273306151256;
6000;1474,0653513939658;728,2657307079749;866,0537036461465;
7000;1253,9577882824883;721,1516085079373;599,8148850062272;
8000;1076,5061500557745;711,8723722466705;579,2498871746775;
9000;959,8169613190036;711,8723722466705;571,9414755869376;
10000;866,6574921994894;706,0585325410447;566,2266477178061;
12000;762,1881203579911;705,3874745697746;560,3885471712074;
14000;706,9752240437087;705,1310548222568;557,1261602229266;
16000;676,4903682748674;695,8382716405816;555,6340129493549;
18000;657,4742873668315;695,8382716405816;554,5694842372064;
20000;646,8224587031592;693,886793528416;554,214509990705;
25000;630,0977425300455;682,1093505111592;552,7800207854897;
30000;623,2439941724019;674,2169433906745;552,1909794371711;
35000;620,3645298658602;670,6957195650032;551,554462597252;
40000;619,0550046026821;670,6888101004105;550,9636086239472;
45000;618,61940852678;669,7308402808544;550,7878484808112;
50000;618,4492700161697;666,7614438528238;550,429132240426;
55000;618,129697767737;666,7614438528238;550,1195387095994;
60000;618,0964726951781;666,7614438528238;549,8047375292513;
65000;617,0403394844988;666,0092857802903;549,5702426453106;
70000;616,8765015261657;666,0092857802903;549,4639817089359;
75000;616,5229163475866;662,2510610882936;549,4249190571886;
80000;616,3455956309156;660,8231176882956;549,3754594138605;
85000;615,9851412755177;660,134223575722;546,8932972143809;
90000;614,9769654050195;659,834464350784;546,5007173285297;
95000;613,0580749912077;657,1779180385555;546,2520681358695;
100000;609,4541492964945;656,6736706811312;546,0798535865862;











============================================================================
Função: CEC2017_28
============================================================================
parameter;AGEO2;AGEO1var_5;AGEO2real2_AA3;
meanNFE;1,00E+5;1,00E+5;1,00E+5;
meanFX;8,80E+2;1,61E+3;3,98E+2;
melhorFX;5,47E+2;6,64E+2;3,00E+2;
piorFX;1,25E+3;2,84E+3;4,62E+2;
medianFX;9,28E+2;1,54E+3;4,02E+2;
sdFX;1,90E+2;6,59E+2;4,94E+1;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO2;AGEO1var_5;AGEO2real2_AA3;
5;27336,3570794267;27336,3570794267;27971,646803516658;
50;23442,37023390357;23442,37023390357;23896,487951961924;
100;22410,136093795045;22410,136093795045;23896,487951961924;
500;18952,12184486629;13912,87057960045;22029,156418822244;
1000;18040,790581427384;9753,799851309594;19297,21180178312;
1500;16380,416034500236;6143,012399477437;16365,31551957306;
2000;14596,221246688157;4455,230298180617;13636,77740530461;
2500;12053,654299675627;3639,9506221141114;12270,798217007414;
3000;10372,750059858767;3073,722960894916;8661,587209836849;
3500;8702,628149503724;2749,9890578442382;6925,019197158782;
4000;7258,4836897186915;2520,845607278409;4357,311906783562;
4500;6038,08337709774;2393,1227343221253;3224,552381287069;
5000;5169,730130568237;2306,819364826328;2871,117651274167;
6000;4051,6582235429905;2188,9732674039988;2027,9945440780216;
7000;3267,6389279983623;2122,7484358095944;1606,9595010911166;
8000;2709,334599480156;1989,1844406935538;1136,6670190985678;
9000;2336,971629076497;1857,6758371773794;867,3854422160927;
10000;2050,3127642789987;1795,9652272190992;731,5965108526865;
12000;1663,0982550889646;1781,9604911866688;593,5472572677146;
14000;1438,526391766636;1777,7281144419474;529,3349739321425;
16000;1298,2322196176751;1777,344424369234;502,95694911555927;
18000;1186,7679200355801;1767,988528171028;489,89518016332437;
20000;1120,469844404681;1758,4193861148342;480,0636106096612;
25000;1029,973798197393;1698,7345458186448;462,6207818053587;
30000;960,5339525670695;1661,2080854960718;451,06049682006284;
35000;926,461305395492;1631,8789739289723;443,4789731742738;
40000;902,0135636297208;1631,8789739289723;437,06645820151704;
45000;894,6880074375441;1631,8789739289723;431,5419861809861;
50000;889,7306289672439;1631,8789739289723;427,0403627399755;
55000;887,5990975991456;1631,8789739289723;423,08544822296346;
60000;886,5230223818882;1631,8789739289723;419,58645568882895;
65000;885,8235139279235;1631,8789739289723;416,0555061630097;
70000;885,4726659424831;1631,8789739289723;413,68176878102145;
75000;885,2475174955642;1631,8789739289723;412,0194334148304;
80000;885,1268691716556;1631,8789739289723;409,72440606335874;
85000;885,0594468592463;1631,8789739289723;407,2565604912067;
90000;885,0243878676921;1605,797665940544;404,4457343813916;
95000;884,4061682108294;1605,347698711332;401,2615860890877;
100000;879,7970075522582;1605,347698711332;397,7279291057618;











============================================================================
Função: CEC2017_29
============================================================================
parameter;AGEO2;AGEO1var_5;AGEO2real2_AA3;
meanNFE;1,00E+5;1,00E+5;1,00E+5;
meanFX;1,34E+3;2,54E+3;1,12E+3;
melhorFX;9,45E+2;1,96E+3;5,60E+2;
piorFX;1,89E+3;3,36E+3;1,54E+3;
medianFX;1,32E+3;2,65E+3;1,14E+3;
sdFX;2,21E+2;3,87E+2;2,81E+2;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO2;AGEO1var_5;AGEO2real2_AA3;
5;512894361,6312961;512894361,6312961;305151437,2752005;
50;490355612,12848175;490355612,12848175;47474325,26679372;
100;118329113,64844649;118329113,64844649;47415301,45764649;
500;8035455,231178313;7266326,74280689;19611728,825278938;
1000;6689208,452701191;2654242,4083432606;11964776,716019684;
1500;5287608,719067529;505368,90620567085;7093092,936385089;
2000;2011656,7268994527;258961,68639847182;491803,05595505465;
2500;1406562,5127903256;186603,35428867702;341511,8099767071;
3000;492519,14514538675;154271,62451941063;100179,60082852686;
3500;357706,8528515108;25206,354526397266;72149,00403801983;
4000;105177,42041288874;13014,906031880044;51063,35714981872;
4500;36735,62359597007;11627,06518913473;28186,987181316865;
5000;6226,957500516925;10375,779942985437;19666,9429962338;
6000;3085,703181337132;6005,849038712597;6552,788647645787;
7000;2548,282716353393;4843,024409251579;3534,5186968290777;
8000;2201,3235310731916;4333,407986241249;2298,6903386608196;
9000;1978,4053348009845;4063,4730603718335;1495,5681868126858;
10000;1838,450684817884;3661,1074847401246;1396,0702941695693;
12000;1656,2492335976692;3505,9026054646624;1304,6167014102655;
14000;1536,3126768181824;3416,8943262450753;1252,0377514427719;
16000;1483,964205010944;3383,255934185703;1226,9276663358714;
18000;1451,4947856934486;3328,6870453432343;1215,0084195823276;
20000;1433,855505240505;3257,2852435136624;1203,788494246107;
25000;1411,3528584244434;3167,591978038108;1174,571994691355;
30000;1399,7644504719167;3063,9893175907328;1159,2341076583432;
35000;1396,34040846031;2990,9166271842037;1153,8551709511032;
40000;1394,4621316860882;2986,9783131542117;1145,567318467704;
45000;1394,021266842523;2968,8927681671644;1141,8244177903694;
50000;1393,8474467940698;2875,2898509762013;1132,3221913141563;
55000;1393,7677172105748;2845,072292364523;1126,3031259217712;
60000;1386,149579674186;2825,846813462635;1125,5168813199482;
65000;1384,996118465502;2753,662092137174;1125,1124304605062;
70000;1380,513748412238;2735,1783482827927;1121,7250414103598;
75000;1372,924602107093;2726,236763130834;1120,0370870645247;
80000;1365,7501275160946;2646,05930276412;1118,8119355129857;
85000;1362,974503449908;2633,4950594822676;1117,7820994601582;
90000;1359,8737907838372;2587,148387730817;1117,3604124222209;
95000;1346,4947272117854;2569,6245394175307;1117,2733941162535;
100000;1340,2491917833102;2535,1835439618562;1116,3538099528093;











============================================================================
Função: CEC2017_30
============================================================================
parameter;AGEO2;AGEO1var_5;AGEO2real2_AA3;
meanNFE;1,00E+5;1,00E+5;1,00E+5;
meanFX;9,71E+7;1,86E+8;2,66E+4;
melhorFX;4,31E+5;7,42E+6;3,35E+3;
piorFX;6,14E+8;5,64E+8;9,05E+4;
medianFX;5,46E+7;1,71E+8;1,85E+4;
sdFX;1,33E+8;1,38E+8;2,39E+4;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO2;AGEO1var_5;AGEO2real2_AA3;
5;26542872260,911213;26542872260,911213;25961938894,255833;
50;19711045109,251648;19711045109,251648;22143277863,92913;
100;17509749129,78719;17509749129,78719;22143277863,92913;
500;14208936786,495344;11775722700,994818;19519623993,70429;
1000;13635822871,489128;6783514724,36984;14798137922,4806;
1500;10856617750,663752;3653594445,444702;10941024201,557638;
2000;7994852952,549872;2478571586,290044;6802245446,930146;
2500;5095968879,665891;1913143469,4601963;4808497663,988844;
3000;3074610830,626001;1560990621,061882;2570637065,941063;
3500;2131484384,0131483;1180628348,1764767;1236384943,5710301;
4000;1555296655,8492787;1071034570,9490739;695042553,4134586;
4500;1064597197,4696244;1026135999,4424657;538419452,5551726;
5000;855508865,7400088;999883443,3559527;441877857,1574156;
6000;541467294,7985057;927380823,1302842;96827466,96864815;
7000;391274021,1264519;882700386,4163665;57901747,468445346;
8000;307960951,49878776;837659795,6012142;23917704,114539284;
9000;250639712,43180308;725249672,1312997;16871438,243621703;
10000;214577498,8593153;721840696,757498;9770658,117484543;
12000;167746851,61509794;639057082,1950226;8112063,911553773;
14000;141334656,009453;543021627,9787595;680646,6394693993;
16000;129248803,59104142;473986091,05674374;62338,55748032186;
18000;122425473,86044532;452739104,3991318;51126,11666531056;
20000;116489989,12169114;440845686,3857886;44386,444705946604;
25000;109701000,7471131;424189159,0692085;39128,059145872954;
30000;106835396,09748457;381112318,2734072;35965,08900129616;
35000;105141920,89850387;335348863,4759462;33475,2430293151;
40000;104580995,70776245;310008041,71719867;31783,549770158414;
45000;104306730,87682796;300942417,3652562;30379,194150979827;
50000;104109655,48803583;276233281,2220344;29729,702031371693;
55000;104046979,205859;263635514,30109745;29314,774023676462;
60000;104012224,91453189;239523982,695096;29047,891849589196;
65000;103993480,09428339;233891790,20580894;28789,143727652256;
70000;103984074,55137461;231147654,8239443;28497,86294814521;
75000;103977691,80755864;223681156,2315103;27884,741422521955;
80000;103975305,49545434;214042689,67399162;27553,940262523454;
85000;103974143,18260975;206826974,75213212;27363,887274135024;
90000;103973856,33894823;206826974,75213212;27175,795222382723;
95000;103946605,65880208;191558334,71397436;27055,98090681701;
100000;97387229,55677918;186000127,75925982;26603,155587894278;



Execution Time: 9761.764 s
